category,secondary_category,secondary_rule,board,code,name,fund_type
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,561460,人工智能ETF天弘,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588410,科创创业人工智能ETF鹏华,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588420,科创创业人工智能ETF摩根,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588430,科创创业人工智能ETF工银,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588470,科创创业人工智能ETF华安,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588480,科创创业人工智能ETF中金,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588510,科创创业人工智能ETF华夏,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588730,科创人工智能ETF易方达,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588760,科创人工智能ETF广发,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：AI,半导体/AI/软件/通信/互联网,588790,科创AIETF博时,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,588930,科创人工智能ETF银华,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,589010,科创人工智能ETF华夏,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：AI,半导体/AI/软件/通信/互联网,589090,科创AIETF鹏华,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,589110,科创人工智能ETF国泰,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,589230,科创人工智能ETF南方,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,589310,科创人工智能ETF鑫元,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,589380,科创人工智能ETF富国,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,589520,科创人工智能ETF华宝,指数型-股票
行业-科技TMT,人工智能/算力,命中关键词：人工智能,半导体/AI/软件/通信/互联网,589560,科创人工智能ETF汇添富,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,159310,芯片ETF天弘,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,159325,半导体ETF南方,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,159327,半导体设备ETF万家,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,159516,半导体设备ETF国泰,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：集成电路,半导体/AI/软件/通信/互联网,159546,集成电路ETF国泰,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,159558,半导体设备ETF易方达,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,159560,芯片ETF景顺,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,159582,半导体ETF博时,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,159599,芯片ETF东财,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,159665,半导体龙头ETF工银,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,159801,芯片ETF广发,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,159813,半导体ETF鹏华,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,159995,芯片ETF华夏,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,512480,半导体ETF国联安,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,512760,芯片ETF国泰,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,516350,芯片ETF易方达,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,516640,芯片ETF富国,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,516920,芯片ETF汇添富,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,560780,半导体设备ETF广发,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,561980,半导体设备ETF招商,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,562590,半导体设备ETF华夏,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：集成电路,半导体/AI/软件/通信/互联网,562820,集成电路ETF嘉实,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,588170,科创半导体ETF华夏,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,588200,科创芯片ETF嘉实,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,588290,科创芯片ETF华安,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,588710,科创半导体设备ETF华泰柏瑞,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,588750,科创芯片ETF汇添富,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,588780,科创芯片设计ETF国联安,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,588810,科创芯片ETF富国,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,588890,科创芯片ETF南方,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,588920,科创芯片ETF鹏华,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,588990,科创芯片ETF博时,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：半导体,半导体/AI/软件/通信/互联网,589020,科创半导体设备ETF鹏华,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589030,科创芯片设计ETF易方达,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589070,科创芯片设计ETF天弘,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589100,科创芯片ETF国泰,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589130,科创芯片ETF易方达,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589160,科创芯片ETF广发,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589170,科创芯片设计ETF鹏华,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589190,科创芯片ETF华宝,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589210,科创芯片设计ETF广发,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589250,科创芯片设计ETF浦银,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589260,科创芯片设计ETF国泰,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589290,科创芯片设计ETF汇添富,指数型-股票
行业-科技TMT,半导体/芯片,命中关键词：芯片,半导体/AI/软件/通信/互联网,589350,科创芯片设计ETF银华,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159039,机器人ETF华安,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159048,机器人ETF大成,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159050,机器人ETF广发,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159213,机器人ETF汇添富,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159258,机器人ETF南方,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159272,机器人ETF富国,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159278,机器人ETF鹏华,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159526,机器人ETF嘉实,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159530,机器人ETF易方达,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159551,机器人ETF国泰,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159559,机器人ETF景顺,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,159770,机器人ETF天弘,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,560630,机器人ETF万家,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,560770,机器人ETF招商,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,562360,机器人ETF银华,指数型-股票
行业-科技TMT,机器人,命中关键词：机器人,半导体/AI/软件/通信/互联网,562500,机器人ETF华夏,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：传媒,半导体/AI/软件/通信/互联网,159805,传媒ETF鹏华,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：影视,半导体/AI/软件/通信/互联网,159855,影视ETF银华,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：游戏,半导体/AI/软件/通信/互联网,159869,游戏ETF华夏,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：传媒,半导体/AI/软件/通信/互联网,512980,传媒ETF广发,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：游戏,半导体/AI/软件/通信/互联网,516010,游戏ETF国泰,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：传媒,半导体/AI/软件/通信/互联网,516190,传媒ETF华夏,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：影视,半导体/AI/软件/通信/互联网,516620,影视ETF国泰,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：游戏,半导体/AI/软件/通信/互联网,516770,游戏ETF华泰柏瑞,指数型-股票
行业-科技TMT,游戏传媒,命中关键词：游戏,半导体/AI/软件/通信/互联网,517770,游戏传媒ETF浦银,指数型-股票
行业-科技TMT,物联网,补充分组：物联网,半导体/AI/软件/通信/互联网,159701,物联网ETF招商,指数型-股票
行业-科技TMT,物联网,补充分组：物联网,半导体/AI/软件/通信/互联网,159709,物联网ETF工银,指数型-股票
行业-科技TMT,物联网,补充分组：物联网,半导体/AI/软件/通信/互联网,159895,物联网ETF易方达,指数型-股票
行业-科技TMT,物联网,补充分组：物联网,半导体/AI/软件/通信/互联网,159896,物联网ETF南方,指数型-股票
行业-科技TMT,物联网,补充分组：物联网,半导体/AI/软件/通信/互联网,516260,物联网ETF华夏,指数型-股票
行业-科技TMT,物联网,补充分组：物联网,半导体/AI/软件/通信/互联网,516330,物联网ETF华泰柏瑞,指数型-股票
行业-科技TMT,物联网,补充分组：物联网,半导体/AI/软件/通信/互联网,517660,物联网ETF天弘,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,159153,消费电子ETF鹏华,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,159178,汇添富国证消费电子主题ETF,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,159732,消费电子ETF华夏,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,159779,消费电子ETF招商,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,159786,VRETF银华,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,159997,电子ETF天弘,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,515260,电子ETF华宝,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,515320,电子50ETF华安,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,561100,消费电子ETF富国,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,561600,消费电子ETF平安,指数型-股票
行业-科技TMT,电子/消费电子,补充分组：电子/消费电子/VR,半导体/AI/软件/通信/互联网,562950,消费电子ETF易方达,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159010,港股通科技ETF博时,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159015,恒生港股通科技ETF国联,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159101,港股通科技ETF华夏,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159120,港股通科技ETF国联安,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159125,港股通科技ETF招商,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159128,港股科技ETF天弘,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159135,港股通科技ETF前海开源,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159152,港股通科技ETF平安,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159191,港股通科技ETF易方达,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159251,港股通科技ETF万家,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159262,港股通科技ETF广发,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159269,港股通科技ETF南方,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159636,港股通科技30ETF工银,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159723,科技龙头ETF汇添富,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159751,港股通科技ETF鹏华,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159773,创业板科技ETF华泰柏瑞,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159777,创科技ETF国联安,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,159807,科技ETF易方达,指数型-股票
行业-科技TMT,科技综合,命中关键词：TMT,半导体/AI/软件/通信/互联网,159909,TMT50ETF招商,指数型-股票
行业-科技TMT,科技综合,命中关键词：信息技术,半导体/AI/软件/通信/互联网,159939,信息技术ETF广发,指数型-股票
行业-科技TMT,科技综合,命中关键词：TMT,半导体/AI/软件/通信/互联网,512220,TMTETF景顺,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,512330,信息科技ETF南方,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,513020,港股科技ETF国泰,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,513150,港股通科技ETF华泰柏瑞,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,513160,港股科技ETF银华,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,513560,香港科技ETF兴银,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,513860,港股通科技ETF海富通,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,513980,港股科技ETF景顺,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,515000,科技ETF华宝,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,515580,科技100ETF华泰柏瑞,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,515750,科技50ETF富国,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,515860,科技ETF嘉实,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,516050,科技龙头ETF工银,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,517350,沪港深科技ETF广发,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,517360,沪港深科技ETF华安,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,517950,沪深港科技50ETF交银,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,520530,港股通科技ETF东财,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,520670,港股通科技ETF嘉实,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,520840,港股通恒生科技ETF华安,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,520860,港股通科技ETF富国,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,520980,港股通科技ETF汇添富,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,560170,央企科技ETF南方,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,560990,科技先锋ETF中金,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,562380,央企科技ETF银华,指数型-股票
行业-科技TMT,科技综合,命中关键词：信息技术,半导体/AI/软件/通信/互联网,562560,信息技术ETF华夏,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,563050,央企科技ETF易方达,指数型-股票
行业-科技TMT,科技综合,命中关键词：科技,半导体/AI/软件/通信/互联网,563560,科技成长ETF兴业,指数型-股票
行业-科技TMT,科技综合,命中关键词：科创,半导体/AI/软件/通信/互联网,588100,科创信息ETF嘉实,指数型-股票
行业-科技TMT,科技综合,命中关键词：科创,半导体/AI/软件/通信/互联网,588260,科创信息ETF华安,指数型-股票
行业-科技TMT,科技综合,命中关键词：科创,半导体/AI/软件/通信/互联网,588770,科创信息ETF摩根,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159035,天弘中证软件服务ETF,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159036,软件开发ETF华宝,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159107,创业板软件ETF富国,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159108,工业软件ETF博时,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159145,工业软件ETF广发,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159180,银华国证工业软件主题ETF,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159256,创业板软件ETF华夏,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信创,半导体/AI/软件/通信/互联网,159537,信创ETF国泰,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信创,半导体/AI/软件/通信/互联网,159538,信创ETF富国,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信创,半导体/AI/软件/通信/互联网,159539,信创ETF广发,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信创,半导体/AI/软件/通信/互联网,159540,信创ETF易方达,指数型-股票
行业-科技TMT,软件/信创,命中关键词：计算机,半导体/AI/软件/通信/互联网,159586,计算机ETF南方,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159590,软件ETF汇添富,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信息安全,半导体/AI/软件/通信/互联网,159613,信息安全ETF嘉实,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159852,软件ETF嘉实,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,159899,软件ETF招商,指数型-股票
行业-科技TMT,软件/信创,命中关键词：计算机,半导体/AI/软件/通信/互联网,159998,计算机ETF天弘,指数型-股票
行业-科技TMT,软件/信创,命中关键词：计算机,半导体/AI/软件/通信/互联网,512720,计算机ETF国泰,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,515230,软件ETF国泰,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,560360,软件ETF万家,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,560790,软件ETF鹏华,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信创,半导体/AI/软件/通信/互联网,560850,信创ETF汇添富,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,561010,软件ETF华安,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信创,半导体/AI/软件/通信/互联网,562030,信创ETF华宝,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信创,半导体/AI/软件/通信/互联网,562570,信创ETF华夏,指数型-股票
行业-科技TMT,软件/信创,命中关键词：信息安全,半导体/AI/软件/通信/互联网,562920,信息安全ETF易方达,指数型-股票
行业-科技TMT,软件/信创,命中关键词：软件,半导体/AI/软件/通信/互联网,562930,软件ETF易方达,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159131,港股通信息技术ETF华宝,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159185,鹏华中证港股通信息技术综合ETF,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159196,易方达中证港股通信息技术综合ETF,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159198,富国中证港股通信息技术综合ETF,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159507,通信ETF广发,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159511,通信ETF南方,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159583,通信ETF富国,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159695,通信ETF嘉实,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：5G,半导体/AI/软件/通信/互联网,159811,5GETF博时,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,159994,通信ETF银华,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,513240,港股通信息技术ETF华安,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,515050,通信ETF华夏,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,515880,通信ETF国泰,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,520710,港股通信息技术ETF广发,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,526000,港股通信息技术ETF华夏,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,526030,港股通信息技术ETF汇添富,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：通信,半导体/AI/软件/通信/互联网,526050,港股通信息技术ETF招商,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：电信,半导体/AI/软件/通信/互联网,560300,电信ETF汇添富,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：电信,半导体/AI/软件/通信/互联网,560690,电信ETF鹏华,指数型-股票
行业-科技TMT,通信/5G/光通信,命中关键词：电信,半导体/AI/软件/通信/互联网,563010,电信ETF易方达,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,159008,景顺长城中证全指证券公司ETF,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,159016,证券ETF广发,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,159260,证券ETF博时,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,159692,证券ETF东财,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,159821,创业板ETF中银证券,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,159841,证券ETF天弘,指数型-股票
行业-金融,证券/券商,命中关键词：券商,证券/银行/保险/金融科技,159842,券商ETF银华,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,159848,证券ETF国联安,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,159993,证券ETF鹏华,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,510200,上证券商ETF汇安,指数型-股票
行业-金融,证券/券商,命中关键词：券商,证券/银行/保险/金融科技,512000,券商ETF华宝,指数型-股票
行业-金融,证券/券商,双命中证券/券商与保险，按主类归入：证券/券商,证券/银行/保险/金融科技,512070,证券保险ETF易方达,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,512570,证券ETF易方达,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,512880,证券ETF国泰,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,512900,证券ETF南方,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,513090,香港证券ETF易方达,指数型-股票
